"UserID","sex","age"
"ID20002542","M",40
"ID20002543","M",48
"ID10002544","F",52
"ID20002545","F",55
"ID20002546","M",25
"ID10002547","M",29
"ID20002548","M",45
"ID20002549","F",60
"ID20002550","F",54
"ID10002551","M",45
"ID20002552","F",54
"ID10002553","M",33
"ID20002554","F",56
"ID20002555","F",56
"ID20002556","M",37
"ID10002557","F",55
"ID20002558","F",58
"ID10002559","M",37
"ID20002560","M",19
"ID20002561","M",26
"ID10002562","M",42
"ID20002563","M",37
"ID10002564","F",57
"ID20002565","M",36
"ID10002566","M",35
"ID10002567","M",25
"ID20002568","F",54
"ID10002569","M",33
"ID10002570","F",64
"ID10002571","M",21
"ID10002572","M",29
"ID10002573","M",49
"ID20002574","F",52
"ID10002575","M",40
"ID10002576","F",53
"ID20002577","M",38
"ID20002578","F",55
"ID20002579","F",52
"ID10002580","M",31
"ID20002581","F",58
"ID10002582","F",61
"ID20002583","F",53
"ID10002584","M",44
"ID20002585","F",55
"ID20002586","F",52
"ID20002587","F",54
"ID20002588","M",29
"ID10002589","F",54
"ID20002590","F",54
"ID20002591","F",50
"ID20002592","F",55
"ID20002593","M",18
"ID20002594","M",45
"ID10002595","F",63
"ID20002596","M",32
"ID10002597","M",33
"ID10002598","F",53
"ID20002599","M",31
"ID20002600","M",27
"ID20002601","F",53
"ID10002602","M",31
"ID10002603","F",50
"ID10002604","M",33
"ID10002605","F",54
"ID10002606","M",33
"ID10002607","M",33
"ID20002608","M",46
"ID20002609","M",35
"ID10002610","F",57
"ID10002611","M",23
"ID10002612","F",54
"ID20002613","F",58
"ID10002614","F",51
"ID20002615","F",56
"ID20002616","M",24
"ID20002617","F",51
"ID10002618","M",50
"ID20002619","F",60
"ID10002620","F",57
"ID20002621","M",27
"ID20002622","M",51
"ID20002623","F",56
"ID20002624","F",57
"ID10002625","M",39
"ID20002626","F",58
"ID20002627","M",27
"ID20002628","F",55
"ID20002629","F",56
"ID20002630","M",26
"ID10002631","F",53
"ID10002632","F",54
"ID20002633","F",59
"ID10002634","F",50
"ID10002635","F",57
"ID20002636","M",32
"ID20002637","F",54
"ID10002638","F",51
"ID10002639","F",50
"ID20002640","M",27
"ID20002641","M",29
"ID10002642","M",35
"ID10002643","M",27
"ID20002644","M",30
"ID20002645","M",43
"ID20002646","F",56
"ID10002647","M",23
"ID10002648","M",24
"ID20002649","F",59
"ID20002650","M",31
"ID10002651","F",56
"ID20002652","M",35
"ID10002653","M",37
"ID20002654","M",31
"ID10002655","M",34
"ID10002656","F",49
"ID10002657","F",50
"ID10002658","M",31
"ID10002659","M",38
"ID10002660","M",26
"ID20002661","M",35
"ID10002662","F",55
"ID20002663","M",38
"ID10002664","M",20
"ID10002665","F",59
"ID10002666","F",58
"ID10002667","M",29
"ID10002668","M",25
"ID20002669","M",36
"ID10002670","M",52
"ID10002671","F",49
"ID10002672","F",56
"ID10002673","M",37
"ID20002674","F",53
"ID10002675","M",38
"ID10002676","M",25
"ID20002677","M",42
"ID20002678","F",56
"ID20002679","M",36
"ID10002680","F",52
"ID10002681","F",54
"ID20002682","M",35
"ID10002683","M",43
"ID20002684","M",32
"ID10002685","M",38
"ID20002686","F",55
"ID10002687","M",47
"ID10002688","F",57
"ID20002689","F",55
"ID10002690","M",38
"ID20002691","F",54
"ID20002692","F",54
"ID10002693","F",50
"ID10002694","M",44
"ID10002695","F",55
"ID10002696","F",53
"ID10002697","M",37
"ID20002698","M",30
"ID10002699","M",32
"ID10002700","F",57
"ID20002701","M",35
"ID10002702","M",33
"ID10002703","F",60
"ID10002704","M",31
"ID10002705","M",25
"ID20002706","M",32
"ID10002707","M",35
"ID10002708","F",56
"ID10002709","M",33
"ID20002710","M",27
"ID20002711","M",43
"ID20002712","M",33
"ID20002713","M",43
"ID20002714","F",55
"ID20002715","M",46
"ID10002716","M",32
"ID10002717","M",40
"ID10002718","F",54
"ID10002719","M",36
"ID20002720","F",55
"ID10002721","M",36
"ID10002722","M",35
"ID20002723","F",55
"ID10002724","M",47
"ID20002725","M",33
"ID10002726","M",26
"ID20002727","M",39
"ID20002728","F",51
"ID20002729","M",39
"ID20002730","M",37
"ID10002731","F",55
"ID20002732","F",52
"ID10002733","F",52
"ID10002734","M",38
"ID20002735","F",55
"ID20002736","M",27
"ID20002737","M",33
"ID10002738","F",51
"ID10002739","M",33
"ID10002740","M",39
"ID20002741","F",51
"ID20002742","M",42
"ID10002743","F",52
"ID20002744","F",52
"ID20002745","M",24
"ID20002746","F",61
"ID10002747","F",60
"ID20002748","M",49
"ID10002749","M",31
"ID20002750","M",42
"ID10002751","M",32
"ID10002752","M",34
"ID20002753","M",32
"ID20002754","F",56
"ID10002755","F",55
"ID20002756","M",44
"ID20002757","F",54
"ID10002758","F",56
"ID20002759","M",19
"ID20002760","M",30
"ID10002761","M",25
"ID20002762","F",61
"ID20002763","M",31
"ID10002764","M",42
"ID20002765","F",55
"ID10002766","M",36
"ID20002767","M",27
"ID10002768","M",24
"ID20002769","F",56
"ID20002770","M",47
"ID10002771","F",58
"ID10002772","F",55
"ID20002773","M",30
"ID10002774","M",38
"ID20002775","F",57
"ID10002776","F",57
"ID20002777","M",40
"ID10002778","M",35
"ID20002779","F",56
"ID10002780","M",50
"ID10002781","M",33
"ID10002782","F",55
"ID10002783","F",60
"ID10002784","F",57
"ID10002785","M",38
"ID20002786","F",53
"ID10002787","M",23
"ID10002788","F",54
"ID20002789","M",30
"ID20002790","F",55
"ID20002791","M",43
"ID20002792","M",39
"ID10002793","M",26
"ID20002794","F",58
"ID20002795","M",27
"ID20002796","F",58
"ID20002797","F",51
"ID10002798","M",30
"ID20002799","M",26
"ID20002800","F",58
"ID10002801","M",40
"ID20002802","M",37
"ID10002803","F",49
"ID20002804","M",40
"ID20002805","M",41
"ID20002806","F",57
"ID20002807","F",53
"ID10002808","M",54
"ID20002809","F",48
"ID20002810","F",48
"ID10002811","M",28
"ID10002812","F",54
"ID10002813","M",36
"ID20002814","M",32
"ID10002815","M",40
"ID10002816","F",59
"ID10002817","F",51
"ID10002818","F",55
"ID20002819","M",35
"ID10002820","F",58
"ID20002821","M",34
"ID10002822","F",53
"ID10002823","F",59
"ID20002824","F",54
"ID20002825","F",56
"ID10002826","M",32
"ID10002827","F",53
"ID20002828","M",38
"ID10002829","F",53
"ID20002830","M",26
"ID20002831","M",32
"ID20002832","M",30
"ID20002833","M",36
"ID20002834","F",52
"ID20002835","F",55
"ID20002836","M",48
"ID10002837","F",57
"ID10002838","M",43
"ID10002839","F",61
"ID10002840","F",55
"ID10002841","M",37
"ID10002842","M",35
"ID20002843","F",54
"ID10002844","F",59
"ID20002845","M",31
"ID10002846","M",31
"ID10002847","F",57
"ID10002848","M",27
"ID20002849","F",52
"ID20002850","F",54
"ID20002851","M",46
"ID20002852","F",54
"ID10002853","F",54
"ID10002854","F",55
"ID10002855","F",56
"ID20002856","F",56
"ID10002857","M",34
"ID10002858","M",24
"ID10002859","F",55
"ID10002860","M",30
"ID10002861","M",42
"ID10002862","M",30
"ID10002863","F",50
"ID10002864","M",33
"ID20002865","M",29
"ID20002866","M",30
"ID10002867","M",35
"ID10002868","F",59
"ID20002869","M",30
"ID20002870","M",32
"ID20002871","F",55
"ID10002872","M",38
"ID10002873","M",49
"ID10002874","M",46
"ID20002875","M",34
"ID20002876","F",53
"ID20002877","F",62
"ID10002878","M",42
"ID10002879","M",39
"ID10002880","M",36
"ID10002881","M",28
"ID20002882","M",32
"ID20002883","M",52
"ID10002884","M",26
"ID10002885","F",51
"ID10002886","M",42
"ID20002887","M",46
"ID10002888","F",48
"ID10002889","M",32
"ID10002890","M",51
"ID10002891","M",34
"ID20002892","F",59
"ID20002893","M",53
"ID10002894","F",54
"ID10002895","F",51
"ID20002896","F",55
"ID20002897","F",52
"ID20002898","F",59
"ID10002899","F",55
"ID10002900","M",33
"ID20002901","M",18
"ID20002902","F",52
"ID20002903","F",54
"ID20002904","M",32
"ID10002905","M",39
"ID20002906","M",31
"ID10002907","M",14
"ID10002908","F",50
"ID10002909","M",28
"ID20002910","F",58
"ID10002911","M",34
"ID10002912","F",55
"ID20002913","M",40
"ID20002914","F",54
"ID20002915","M",26
"ID20002916","M",35
"ID20002917","F",56
"ID20002918","F",52
"ID10002919","M",28
"ID10002920","F",59
"ID20002921","M",46
"ID10002922","M",35
"ID10002923","M",27
"ID10002924","M",44
"ID10002925","F",58
"ID20002926","M",46
"ID10002927","M",32
"ID10002928","M",47
"ID10002929","M",31
"ID10002930","M",32
"ID20002931","M",22
"ID20002932","M",22
"ID10002933","F",52
"ID10002934","M",49
"ID20002935","M",46
"ID20002936","F",60
"ID20002937","F",57
"ID10002938","F",52
"ID10002939","M",34
"ID10002940","F",57
"ID10002941","F",54
"ID10002942","M",36
"ID10002943","M",35
"ID20002944","M",35
"ID10002945","M",34
"ID20002946","F",59
"ID10002947","F",52
"ID10002948","M",42
"ID10002949","M",31
"ID10002950","M",37
"ID20002951","F",48
"ID10002952","M",26
"ID10002953","F",58
"ID10002954","F",57
"ID20002955","M",25
"ID10002956","F",59
"ID20002957","M",41
"ID10002958","F",55
"ID10002959","F",52
"ID10002960","M",19
"ID10002961","M",33
"ID20002962","M",31
"ID20002963","M",32
"ID20002964","F",51
"ID10002965","M",24
"ID20002966","M",28
"ID10002967","M",29
"ID20002968","M",37
"ID20002969","M",19
"ID20002970","M",37
"ID20002971","M",42
"ID10002972","M",43
"ID20002973","M",34
"ID10002974","M",25
"ID10002975","M",33
"ID20002976","M",39
"ID10002977","M",34
"ID10002978","F",56
"ID20002979","F",55
"ID20002980","F",56
"ID20002981","M",41
"ID10002982","M",33
"ID10002983","M",41
"ID10002984","M",36
"ID10002985","M",38
"ID20002986","M",36
"ID20002987","M",34
"ID10002988","F",57
"ID10002989","F",56
"ID10002990","F",59
"ID10002991","F",54
"ID20002992","F",52
"ID20002993","M",30
"ID20002994","M",38
"ID10002995","M",29
"ID20002996","M",21
"ID10002997","F",52
"ID10002998","M",37
"ID10002999","M",26
"ID20003000","F",51
"ID20003001","M",42
"ID10003002","M",33
"ID10003003","F",58
"ID20003004","F",54
"ID20003005","M",27
"ID20003006","F",56
"ID20003007","M",31
"ID20003008","F",56
"ID20003009","M",41
"ID10003010","M",32
"ID20003011","F",57
"ID20003012","F",57
"ID10003013","F",53
"ID10003014","M",35
"ID10003015","F",52
"ID20003016","M",42
"ID10003017","M",33
"ID10003018","M",26
"ID10003019","M",35
"ID10003020","F",52
"ID10003021","M",33
"ID10003022","M",43
"ID20003023","F",53
"ID20003024","M",37
"ID10003025","F",53
"ID10003026","M",38
"ID20003027","F",54
"ID20003028","M",32
"ID20003029","M",38
"ID10003030","F",54
"ID10003031","F",57
"ID10003032","F",59
"ID10003033","M",29
"ID10003034","M",18
"ID20003035","F",56
"ID10003036","M",30
"ID10003037","M",46
"ID10003038","F",57
"ID10003039","F",52
"ID20003040","M",40
"ID10003041","M",30
"ID10003042","F",54
"ID10003043","M",21
"ID10003044","F",52
"ID20003045","M",48
"ID10003046","M",36
"ID10003047","F",55
"ID20003048","M",35
"ID20003049","F",49
"ID10003050","M",24
"ID20003051","F",57
"ID20003052","M",35
"ID10003053","M",37
"ID20003054","F",56
"ID10003055","M",32
"ID10003056","M",34
"ID20003057","F",58
"ID10003058","M",41
"ID20003059","F",61
"ID10003060","F",55
"ID10003061","M",26
"ID20003062","F",57
"ID20003063","M",39
"ID10003064","M",36
"ID10003065","M",44
"ID10003066","M",33
"ID20003067","F",58
"ID20003068","M",42
"ID10003069","F",53
"ID10003070","M",33
"ID10003071","F",54
"ID20003072","M",44
"ID20003073","F",59
"ID10003074","M",33
"ID20003075","M",30
"ID10003076","M",37
"ID10003077","M",39
"ID20003078","M",31
"ID20003079","M",49
"ID20003080","M",43
"ID10003081","F",63
"ID10003082","F",54
"ID20003083","M",39
"ID10003084","M",47
"ID20003085","M",33
"ID20003086","M",38
"ID20003087","M",42
"ID20003088","M",49
"ID20003089","F",60
"ID10003090","M",39
"ID20003091","M",26
"ID20003092","M",40
"ID10003093","M",36
"ID20003094","M",30
"ID20003095","F",56
"ID20003096","F",48
"ID10003097","F",57
"ID20003098","F",51
"ID20003099","F",55
"ID10003100","M",38
"ID20003101","M",41
"ID20003102","M",25
"ID20003103","F",54
"ID20003104","F",58
"ID10003105","M",39
"ID10003106","F",57
"ID10003107","F",53
"ID10003108","M",40
"ID10003109","F",56
"ID10003110","M",40
"ID10003111","M",38
"ID10003112","M",34
"ID10003113","M",27
"ID10003114","F",59
"ID20003115","F",57
"ID10003116","F",55
"ID20003117","M",30
"ID20003118","M",44
"ID10003119","F",58
"ID10003120","F",56
"ID20003121","M",31
"ID10003122","M",37
"ID10003123","M",53
"ID20003124","M",41
"ID10003125","F",56
"ID10003126","F",57
"ID20003127","M",31
"ID20003128","M",31
"ID10003129","M",35
"ID10003130","F",52
"ID20003131","M",32
"ID10003132","F",58
"ID10003133","F",53
"ID20003134","F",55
"ID20003135","M",13
"ID20003136","M",26
"ID10003137","F",52
"ID10003138","M",38
"ID10003139","M",35
"ID20003140","M",26
"ID10003141","M",36
"ID20003142","M",41
"ID20003143","M",46
"ID20003144","F",53
"ID20003145","M",32
"ID10003146","M",37
"ID10003147","F",58
"ID20003148","M",45
"ID20003149","M",31
"ID20003150","M",49
"ID20003151","F",59
"ID10003152","F",56
"ID20003153","F",58
"ID20003154","M",30
"ID10003155","M",28
"ID20003156","M",55
"ID20003157","F",55
"ID10003158","M",35
"ID10003159","M",32
"ID10003160","M",32
"ID20003161","M",33
"ID20003162","M",47
"ID20003163","F",56
"ID10003164","M",35
"ID20003165","F",54
"ID10003166","F",54
"ID10003167","M",38
"ID20003168","F",56
"ID20003169","F",59
"ID10003170","F",54
"ID20003171","M",31
"ID20003172","F",54
"ID20003173","M",37
"ID20003174","M",41
"ID20003175","F",54
"ID10003176","M",35
"ID10003177","F",53
"ID20003178","F",61
"ID20003179","M",35
"ID10003180","F",54
"ID20003181","F",57
"ID20003182","M",33
"ID10003183","M",29
"ID10003184","F",59
"ID10003185","M",40
"ID20003186","M",40
"ID10003187","M",30
"ID20003188","M",37
"ID20003189","M",47
"ID20003190","F",51
"ID20003191","M",36
"ID20003192","F",52
"ID10003193","F",48
"ID20003194","F",53
"ID20003195","M",25
"ID10003196","M",36
"ID20003197","M",40
"ID20003198","F",58
"ID10003199","F",54
"ID20003200","M",31
"ID10003201","M",26
"ID20003202","M",34
"ID20003203","M",30
"ID10003204","F",56
"ID20003205","F",53
"ID20003206","M",37
"ID10003207","F",60
"ID10003208","M",36
"ID10003209","M",36
"ID10003210","F",51
"ID20003211","F",53
"ID20003212","M",23
"ID10003213","M",35
"ID10003214","M",32
"ID20003215","F",55
"ID20003216","F",53
"ID10003217","F",54
"ID10003218","M",38
"ID20003219","M",32
"ID20003220","M",36
"ID10003221","M",46
"ID20003222","M",43
"ID10003223","M",29
"ID20003224","M",31
"ID10003225","M",45
"ID20003226","M",35
"ID20003227","F",56
"ID10003228","M",45
"ID10003229","M",29
"ID10003230","F",56
"ID10003231","F",55
"ID20003232","M",41
"ID10003233","M",24
"ID20003234","F",57
"ID20003235","M",41
"ID10003236","F",58
"ID20003237","M",37
"ID20003238","M",36
"ID20003239","M",42
"ID20003240","F",57
"ID10003241","F",52
"ID20003242","M",42
"ID20003243","F",52
"ID10003244","M",41
"ID10003245","M",44
"ID20003246","F",52
"ID10003247","M",25
"ID10003248","F",53
"ID10003249","M",32
"ID10003250","M",33
"ID20003251","F",55
"ID20003252","F",56
"ID20003253","M",43
"ID10003254","M",30
"ID10003255","M",34
"ID20003256","M",47
"ID20003257","F",56
"ID20003258","F",54
"ID20003259","F",55
"ID20003260","F",58
"ID10003261","M",42
"ID10003262","M",42
"ID10003263","M",30
"ID10003264","F",55
"ID20003265","F",50
"ID10003266","M",41
"ID20003267","F",53
"ID10003268","F",56
"ID20003269","M",54
"ID10003270","F",56
"ID20003271","M",35
"ID20003272","F",56
"ID20003273","M",41
"ID20003274","F",52
"ID10003275","F",52
"ID10003276","F",53
"ID20003277","M",34
"ID20003278","M",41
"ID20003279","M",40
"ID10003280","M",45
"ID20003281","M",47
"ID20003282","F",59
"ID20003283","F",57
"ID20003284","F",56
"ID20003285","M",34
"ID10003286","M",41
"ID20003287","M",37
"ID20003288","F",53
"ID10003289","M",36
"ID10003290","M",40
"ID10003291","M",38
"ID20003292","F",56
"ID10003293","F",55
"ID10003294","M",36
"ID10003295","M",31
"ID20003296","F",54
"ID10003297","M",39
"ID20003298","M",24
"ID10003299","F",54
"ID10003300","F",54
"ID10003301","M",43
"ID10003302","M",36
"ID10003303","M",42
"ID20003304","M",35
"ID20003305","F",49
"ID20003306","F",56
"ID20003307","M",42
"ID20003308","M",39
"ID10003309","F",52
"ID20003310","M",40
"ID20003311","M",28
"ID20003312","M",41
"ID20003313","M",40
"ID20003314","M",34
"ID20003315","F",53
"ID10003316","F",54
"ID10003317","M",44
"ID20003318","M",52
"ID10003319","F",52
"ID20003320","M",35
"ID10003321","M",28
"ID10003322","M",39
"ID20003323","F",51
"ID20003324","F",52
"ID10003325","F",55
"ID10003326","M",32
"ID10003327","M",36
"ID10003328","F",55
"ID10003329","M",28
"ID20003330","M",39
"ID10003331","M",29
"ID20003332","F",55
"ID20003333","M",30
"ID10003334","F",55
"ID10003335","M",44
"ID20003336","F",60
"ID20003337","M",44
"ID10003338","F",63
"ID10003339","M",24
"ID20003340","M",34
"ID10003341","M",43
"ID10003342","M",31
"ID10003343","F",55
"ID10003344","M",43
"ID20003345","F",53
"ID20003346","F",55
"ID10003347","M",32
"ID20003348","F",59
"ID20003349","F",54
"ID10003350","M",33
"ID10003351","M",20
"ID10003352","F",52
"ID10003353","M",42
"ID20003354","M",40
"ID10003355","F",53
"ID20003356","M",43
"ID20003357","F",54
"ID20003358","M",32
"ID20003359","F",52
"ID10003360","M",43
"ID20003361","F",52
"ID20003362","M",21
"ID20003363","M",34
"ID20003364","M",37
"ID10003365","M",42
"ID10003366","F",57
"ID10003367","M",28
"ID10003368","F",56
"ID10003369","M",47
"ID10003370","M",32
"ID20003371","F",59
"ID20003372","M",32
"ID20003373","M",31
"ID10003374","M",36
"ID20003375","F",56
"ID20003376","M",20
"ID10003377","M",39
"ID20003378","M",41
"ID10003379","M",37
"ID20003380","M",39
"ID10003381","M",35
"ID10003382","M",29
"ID20003383","M",45
"ID20003384","F",54
"ID20003385","F",56
"ID10003386","M",34
"ID10003387","F",55
"ID20003388","F",58
"ID20003389","M",40
"ID20003390","M",37
"ID10003391","M",47
"ID10003392","F",57
"ID20003393","M",39
"ID10003394","M",43
"ID10003395","M",34
"ID20003396","F",53
"ID20003397","F",54
"ID20003398","F",53
"ID20003399","F",58
"ID10003400","M",38
"ID10003401","M",36
"ID20003402","F",58
"ID20003403","M",43
"ID20003404","F",52
"ID20003405","M",39
"ID10003406","M",26
"ID10003407","F",51
"ID20003408","M",39
"ID20003409","M",31
"ID10003410","F",52
"ID10003411","M",39
"ID20003412","M",39
"ID20003413","M",28
"ID20003414","M",24
"ID20003415","M",40
"ID20003416","M",35
"ID20003417","M",36
"ID20003418","M",31
"ID20003419","M",40
"ID10003420","M",40
"ID10003421","M",33
"ID10003422","M",37
"ID10003423","F",58
"ID10003424","M",31
"ID20003425","F",53
"ID20003426","F",51
"ID10003427","M",21
"ID10003428","M",40
"ID10003429","M",34
"ID20003430","F",55
"ID10003431","M",38
"ID10003432","F",52
"ID20003433","M",38
"ID20003434","F",57
"ID20003435","M",37
"ID10003436","M",48
"ID20003437","F",54
"ID10003438","F",52
"ID10003439","F",58
"ID10003440","M",30
"ID10003441","M",42
"ID20003442","F",49
"ID10003443","M",34
"ID10003444","F",50
"ID20003445","M",37
"ID20003446","M",38
"ID10003447","M",39
"ID20003448","M",36
"ID10003449","F",57
"ID10003450","M",39
"ID20003451","M",29
"ID20003452","F",57
"ID10003453","M",24
"ID10003454","M",31
"ID20003455","M",34
"ID10003456","M",17
"ID20003457","M",25
"ID10003458","M",49
"ID10003459","M",32
"ID20003460","M",34
"ID10003461","F",54
"ID10003462","M",29
"ID10003463","M",36
"ID10003464","F",56
"ID20003465","F",51
"ID10003466","M",31
"ID10003467","M",25
"ID10003468","F",56
"ID10003469","M",33
"ID10003470","M",38
"ID10003471","M",45
"ID20003472","F",53
"ID10003473","M",39
"ID10003474","M",39
"ID20003475","M",46
"ID20003476","F",59
"ID10003477","M",37
"ID20003478","F",50
"ID20003479","F",54
"ID20003480","M",36
"ID10003481","M",34
"ID10003482","M",27
"ID20003483","M",33
"ID10003484","M",33
"ID20003485","M",27
"ID20003486","M",39
"ID20003487","F",58
"ID10003488","F",56
"ID10003489","F",53
"ID10003490","M",37
"ID20003491","F",62
"ID20003492","M",28
"ID10003493","F",55
"ID20003494","M",27
"ID20003495","M",38
"ID20003496","M",38
"ID20003497","M",44
"ID10003498","F",52
"ID20003499","M",44
"ID20003500","F",56
"ID10003501","M",33
"ID20003502","M",29
"ID20003503","F",51
"ID20003504","M",32
"ID20003505","F",53
"ID20003506","F",55
"ID10003507","M",37
"ID10003508","M",42
"ID10003509","M",39
"ID20003510","M",33
"ID20003511","F",58
"ID10003512","M",40
"ID10003513","F",57
"ID20003514","M",29
"ID20003515","M",27
"ID20003516","F",50
"ID10003517","M",33
"ID20003518","M",15
"ID20003519","F",54
"ID10003520","M",29
"ID20003521","M",33
"ID20003522","F",55
"ID10003523","M",33
"ID10003524","M",48
"ID20003525","M",29
"ID20003526","M",37
"ID20003527","M",22
"ID20003528","M",38
"ID10003529","M",37
"ID20003530","M",41
"ID10003531","M",28
"ID20003532","M",35
"ID20003533","F",54
"ID20003534","F",55
"ID10003535","F",54
"ID20003536","M",39
"ID20003537","F",58
"ID10003538","M",26
"ID20003539","F",51
"ID10003540","M",17
"ID10003541","F",55
"ID10003542","F",61
"ID10003543","F",52
"ID10003544","M",34
"ID10003545","M",51
"ID10003546","M",32
"ID20003547","M",48
"ID20003548","F",53
"ID10003549","M",25
"ID10003550","M",27
"ID10003551","F",55
"ID20003552","M",34
"ID10003553","F",56
"ID20003554","F",58
"ID20003555","F",53
"ID10003556","F",58
"ID10003557","M",44
"ID20003558","F",59
"ID10003559","M",24
"ID10003560","F",51
"ID20003561","M",29
"ID20003562","M",31
"ID10003563","M",35
"ID20003564","M",36
"ID10003565","M",38
"ID20003566","F",57
"ID20003567","M",29
"ID20003568","M",23
"ID20003569","M",40
"ID20003570","M",43
"ID20003571","F",55
"ID10003572","F",57
"ID20003573","M",39
"ID20003574","F",61
"ID20003575","F",49
"ID20003576","M",28
"ID10003577","M",43
"ID10003578","M",39
"ID10003579","F",51
"ID20003580","F",53
"ID10003581","M",31
"ID20003582","F",56
"ID20003583","M",35
"ID20003584","M",36
"ID10003585","M",25
"ID10003586","F",51
"ID10003587","M",22
"ID20003588","M",20
"ID10003589","M",30
"ID20003590","M",45
"ID20003591","F",58
"ID20003592","F",53
"ID10003593","M",25
"ID20003594","M",31
"ID10003595","F",53
"ID20003596","M",38
"ID20003597","M",35
"ID10003598","F",55
"ID20003599","F",54
"ID20003600","M",36
"ID20003601","F",56
"ID20003602","F",50
"ID20003603","F",52
"ID10003604","M",25
"ID10003605","F",57
"ID10003606","M",41
"ID10003607","F",60
"ID10003608","M",37
"ID20003609","M",26
"ID20003610","F",59
"ID20003611","M",33
"ID10003612","M",39
"ID10003613","F",49
"ID10003614","F",57
"ID10003615","M",26
"ID10003616","M",43
"ID20003617","M",30
"ID20003618","F",55
"ID20003619","M",33
"ID10003620","M",42
"ID20003621","F",53
"ID10003622","F",58
"ID10003623","M",46
"ID20003624","M",22
"ID20003625","F",51
"ID20003626","M",32
"ID20003627","M",35
"ID20003628","F",61
"ID10003629","M",48
"ID10003630","M",40
"ID10003631","M",35
"ID10003632","M",22
"ID20003633","F",56
"ID10003634","F",49
"ID10003635","M",40
"ID10003636","F",58
"ID20003637","M",24
"ID20003638","M",38
"ID10003639","F",57
"ID20003640","M",31
"ID20003641","F",53
"ID10003642","F",54
"ID20003643","M",35
"ID10003644","F",59
"ID20003645","M",31
"ID20003646","F",53
"ID10003647","F",57
"ID10003648","F",57
"ID10003649","M",36
"ID20003650","M",27
"ID20003651","F",53
"ID10003652","M",29
"ID20003653","F",59
"ID10003654","M",30
"ID10003655","F",52
"ID10003656","M",37
"ID20003657","M",42
"ID20003658","F",55
"ID20003659","M",21
"ID10003660","F",56
"ID20003661","M",43
"ID20003662","M",36
"ID10003663","M",31
"ID20003664","M",35
"ID10003665","M",50
"ID10003666","F",53
"ID20003667","F",57
"ID10003668","M",41
"ID20003669","F",62
"ID20003670","F",52
"ID20003671","F",55
"ID10003672","M",31
"ID20003673","M",24
"ID10003674","F",57
"ID10003675","M",36
"ID20003676","F",53
"ID10003677","F",55
"ID10003678","M",42
"ID10003679","M",32
"ID10003680","M",40
"ID20003681","M",43
"ID10003682","F",57
"ID10003683","F",54
"ID10003684","M",56
"ID10003685","M",49
"ID20003686","M",30
"ID10003687","M",24
"ID10003688","F",57
"ID20003689","M",31
"ID10003690","F",58
"ID10003691","M",44
"ID10003692","M",30
"ID10003693","F",55
"ID20003694","M",34
"ID20003695","F",50
"ID20003696","F",56
"ID20003697","F",57
"ID10003698","M",40
"ID10003699","M",37
"ID10003700","F",56
"ID20003701","F",58
"ID10003702","M",30
"ID10003703","F",54
"ID10003704","F",54
"ID20003705","M",37
"ID20003706","M",38
"ID20003707","F",52
"ID20003708","M",30
"ID20003709","F",55
"ID20003710","M",35
"ID20003711","M",32
"ID10003712","F",51
"ID20003713","M",42
"ID10003714","M",26
"ID10003715","F",49
"ID20003716","F",49
"ID10003717","M",34
"ID10003718","M",35
"ID10003719","F",56
"ID20003720","F",54
"ID10003721","M",33
"ID10003722","F",62
"ID20003723","M",42
"ID10003724","M",41
"ID20003725","F",52
"ID10003726","M",26
"ID20003727","M",30
"ID10003728","M",31
"ID10003729","F",56
"ID10003730","F",53
"ID10003731","F",53
"ID10003732","M",43
"ID20003733","M",43
"ID20003734","F",58
"ID10003735","F",53
"ID20003736","M",34
"ID20003737","M",39
"ID20003738","F",63
"ID20003739","M",30
"ID20003740","M",36
"ID10003741","M",40
"ID20003742","M",44
"ID20003743","M",38
"ID10003744","M",27
"ID10003745","F",59
"ID20003746","M",39
"ID20003747","M",50
"ID10003748","M",33
"ID20003749","M",26
"ID10003750","F",56
"ID20003751","M",38
"ID10003752","M",34
"ID10003753","M",42
"ID20003754","M",32
"ID20003755","M",39
"ID10003756","F",59
"ID10003757","M",44
"ID10003758","F",54
"ID20003759","F",55
"ID10003760","M",44
"ID20003761","F",54
"ID20003762","F",56
"ID20003763","F",52
"ID20003764","F",58
"ID20003765","M",29
"ID10003766","F",57
"ID10003767","M",32
"ID20003768","F",56
"ID20003769","M",39
"ID20003770","M",33
"ID20003771","F",56
"ID20003772","F",56
"ID10003773","M",35
"ID20003774","F",55
"ID10003775","M",40
"ID10003776","M",51
"ID10003777","M",35
"ID20003778","F",51
"ID10003779","F",57
"ID20003780","M",34
"ID10003781","F",51
"ID10003782","M",36
"ID10003783","M",30
"ID10003784","F",53
"ID10003785","M",39
"ID10003786","F",55
"ID10003787","M",32
"ID20003788","M",35
"ID20003789","M",20
"ID20003790","F",60
"ID10003791","F",55
"ID20003792","M",34
"ID20003793","M",25
"ID10003794","F",51
"ID10003795","F",59
"ID10003796","M",41
"ID20003797","M",31
"ID20003798","F",51
"ID20003799","M",36
"ID20003800","M",29
"ID20003801","M",37
"ID10003802","M",40
"ID10003803","M",30
"ID20003804","F",53
"ID20003805","F",57
"ID20003806","M",33
"ID20003807","F",54
"ID20003808","F",54
"ID10003809","F",53
"ID10003810","F",54
"ID10003811","M",33
"ID20003812","F",57
